,Unnamed: 0,dt_iso,pressure,humidity,wind_speed,wind_deg,node_id,P1,P2,wind_deg_bin,P1_minus_1,P2_minus_1,humidity_minus_1,pressure_minus_1,wind_deg_bin_minus_1,wind_speed_minus_1,P1_minus_2,P2_minus_2,humidity_minus_2,pressure_minus_2,wind_deg_bin_minus_2,wind_speed_minus_2,P1_minus_3,P2_minus_3,humidity_minus_3,pressure_minus_3,wind_deg_bin_minus_3,wind_speed_minus_3,P1_minus_4,P2_minus_4,humidity_minus_4,pressure_minus_4,wind_deg_bin_minus_4,wind_speed_minus_4,day_in_year,weekday,hour
408,408,2018-01-16 13:00:00 +0000 UTC,1002,81,10,240,574,0.9419047619047618,0.5752380952380953,24,1.4595238095238097,0.8642857142857144,87.0,1002.0,25.0,8.0,1.5861904761904764,0.7033333333333331,81.0,1003.0,24.0,10.0,1.0176190476190476,0.4885714285714287,70.0,1003.0,24.0,12.0,1.755714285714286,1.1476190476190475,75.0,1003.0,24.0,10.0,16,1,13
409,409,2018-01-16 14:00:00 +0000 UTC,1001,70,9,240,574,0.7176190476190476,0.35666666666666663,24,0.9419047619047618,0.5752380952380953,81.0,1002.0,24.0,10.0,1.4595238095238097,0.8642857142857144,87.0,1002.0,25.0,8.0,1.5861904761904764,0.7033333333333331,81.0,1003.0,24.0,10.0,1.0176190476190476,0.4885714285714287,70.0,1003.0,24.0,12.0,16,1,14
410,410,2018-01-16 15:00:00 +0000 UTC,1002,75,11,280,574,1.7176190476190474,0.6304761904761905,28,0.7176190476190476,0.35666666666666663,70.0,1001.0,24.0,9.0,0.9419047619047618,0.5752380952380953,81.0,1002.0,24.0,10.0,1.4595238095238097,0.8642857142857144,87.0,1002.0,25.0,8.0,1.5861904761904764,0.7033333333333331,81.0,1003.0,24.0,10.0,16,1,15
411,411,2018-01-16 16:00:00 +0000 UTC,1003,87,7,280,574,1.903809523809524,0.6595238095238096,28,1.7176190476190474,0.6304761904761905,75.0,1002.0,28.0,11.0,0.7176190476190476,0.35666666666666663,70.0,1001.0,24.0,9.0,0.9419047619047618,0.5752380952380953,81.0,1002.0,24.0,10.0,1.4595238095238097,0.8642857142857144,87.0,1002.0,25.0,8.0,16,1,16
412,412,2018-01-16 17:00:00 +0000 UTC,1003,81,7,250,574,2.1442857142857137,1.1157142857142857,25,1.903809523809524,0.6595238095238096,87.0,1003.0,28.0,7.0,1.7176190476190474,0.6304761904761905,75.0,1002.0,28.0,11.0,0.7176190476190476,0.35666666666666663,70.0,1001.0,24.0,9.0,0.9419047619047618,0.5752380952380953,81.0,1002.0,24.0,10.0,16,1,17
413,413,2018-01-16 18:00:00 +0000 UTC,1003,86,7,280,574,2.261428571428572,1.1671428571428568,28,2.1442857142857137,1.1157142857142857,81.0,1003.0,25.0,7.0,1.903809523809524,0.6595238095238096,87.0,1003.0,28.0,7.0,1.7176190476190474,0.6304761904761905,75.0,1002.0,28.0,11.0,0.7176190476190476,0.35666666666666663,70.0,1001.0,24.0,9.0,16,1,18
414,414,2018-01-16 19:00:00 +0000 UTC,1002,86,3,230,574,1.5128571428571431,0.5457142857142857,23,2.261428571428572,1.1671428571428568,86.0,1003.0,28.0,7.0,2.1442857142857137,1.1157142857142857,81.0,1003.0,25.0,7.0,1.903809523809524,0.6595238095238096,87.0,1003.0,28.0,7.0,1.7176190476190474,0.6304761904761905,75.0,1002.0,28.0,11.0,16,1,19
415,415,2018-01-16 20:00:00 +0000 UTC,1001,81,7,240,574,2.0428571428571427,1.1019047619047622,24,1.5128571428571431,0.5457142857142857,86.0,1002.0,23.0,3.0,2.261428571428572,1.1671428571428568,86.0,1003.0,28.0,7.0,2.1442857142857137,1.1157142857142857,81.0,1003.0,25.0,7.0,1.903809523809524,0.6595238095238096,87.0,1003.0,28.0,7.0,16,1,20
416,416,2018-01-16 21:00:00 +0000 UTC,1002,75,8,250,574,1.7414285714285715,0.7157142857142856,25,2.0428571428571427,1.1019047619047622,81.0,1001.0,24.0,7.0,1.5128571428571431,0.5457142857142857,86.0,1002.0,23.0,3.0,2.261428571428572,1.1671428571428568,86.0,1003.0,28.0,7.0,2.1442857142857137,1.1157142857142857,81.0,1003.0,25.0,7.0,16,1,21
417,417,2018-01-16 22:00:00 +0000 UTC,1002,86,5,260,574,2.3633333333333333,0.7828571428571429,26,1.7414285714285715,0.7157142857142856,75.0,1002.0,25.0,8.0,2.0428571428571427,1.1019047619047622,81.0,1001.0,24.0,7.0,1.5128571428571431,0.5457142857142857,86.0,1002.0,23.0,3.0,2.261428571428572,1.1671428571428568,86.0,1003.0,28.0,7.0,16,1,22
418,418,2018-01-16 23:00:00 +0000 UTC,1002,86,7,300,574,3.2580952380952377,1.038095238095238,30,2.3633333333333333,0.7828571428571429,86.0,1002.0,26.0,5.0,1.7414285714285715,0.7157142857142856,75.0,1002.0,25.0,8.0,2.0428571428571427,1.1019047619047622,81.0,1001.0,24.0,7.0,1.5128571428571431,0.5457142857142857,86.0,1002.0,23.0,3.0,16,1,23
419,419,2018-01-17 00:00:00 +0000 UTC,1001,86,2,230,574,2.383809523809524,0.8238095238095237,23,3.2580952380952377,1.038095238095238,86.0,1002.0,30.0,7.0,2.3633333333333333,0.7828571428571429,86.0,1002.0,26.0,5.0,1.7414285714285715,0.7157142857142856,75.0,1002.0,25.0,8.0,2.0428571428571427,1.1019047619047622,81.0,1001.0,24.0,7.0,17,2,0
420,420,2018-01-17 01:00:00 +0000 UTC,1001,65,10,240,574,1.8061904761904768,0.6966666666666667,24,2.383809523809524,0.8238095238095237,86.0,1001.0,23.0,2.0,3.2580952380952377,1.038095238095238,86.0,1002.0,30.0,7.0,2.3633333333333333,0.7828571428571429,86.0,1002.0,26.0,5.0,1.7414285714285715,0.7157142857142856,75.0,1002.0,25.0,8.0,17,2,1
421,421,2018-01-17 01:00:00 +0000 UTC,1001,65,10,240,574,1.4595238095238092,0.6142857142857144,24,1.8061904761904768,0.6966666666666667,65.0,1001.0,24.0,10.0,2.383809523809524,0.8238095238095237,86.0,1001.0,23.0,2.0,3.2580952380952377,1.038095238095238,86.0,1002.0,30.0,7.0,2.3633333333333333,0.7828571428571429,86.0,1002.0,26.0,5.0,17,2,1
422,422,2018-01-17 02:00:00 +0000 UTC,1000,86,6,240,574,1.4233333333333336,0.5757142857142857,24,1.4595238095238092,0.6142857142857144,65.0,1001.0,24.0,10.0,1.8061904761904768,0.6966666666666667,65.0,1001.0,24.0,10.0,2.383809523809524,0.8238095238095237,86.0,1001.0,23.0,2.0,3.2580952380952377,1.038095238095238,86.0,1002.0,30.0,7.0,17,2,2
423,423,2018-01-17 03:00:00 +0000 UTC,1000,86,4,240,574,2.031904761904762,0.5909523809523809,24,1.4233333333333336,0.5757142857142857,86.0,1000.0,24.0,6.0,1.4595238095238092,0.6142857142857144,65.0,1001.0,24.0,10.0,1.8061904761904768,0.6966666666666667,65.0,1001.0,24.0,10.0,2.383809523809524,0.8238095238095237,86.0,1001.0,23.0,2.0,17,2,3
424,424,2018-01-17 04:00:00 +0000 UTC,1001,97,5,250,574,0.8590476190476192,0.4080952380952381,25,2.031904761904762,0.5909523809523809,86.0,1000.0,24.0,4.0,1.4233333333333336,0.5757142857142857,86.0,1000.0,24.0,6.0,1.4595238095238092,0.6142857142857144,65.0,1001.0,24.0,10.0,1.8061904761904768,0.6966666666666667,65.0,1001.0,24.0,10.0,17,2,4
425,425,2018-01-17 05:00:00 +0000 UTC,1002,97,7,260,574,1.698095238095238,0.5357142857142856,26,0.8590476190476192,0.4080952380952381,97.0,1001.0,25.0,5.0,2.031904761904762,0.5909523809523809,86.0,1000.0,24.0,4.0,1.4233333333333336,0.5757142857142857,86.0,1000.0,24.0,6.0,1.4595238095238092,0.6142857142857144,65.0,1001.0,24.0,10.0,17,2,5
426,426,2018-01-17 06:00:00 +0000 UTC,1002,69,9,260,574,0.5790476190476191,0.2590476190476191,26,1.698095238095238,0.5357142857142856,97.0,1002.0,26.0,7.0,0.8590476190476192,0.4080952380952381,97.0,1001.0,25.0,5.0,2.031904761904762,0.5909523809523809,86.0,1000.0,24.0,4.0,1.4233333333333336,0.5757142857142857,86.0,1000.0,24.0,6.0,17,2,6
427,427,2018-01-17 07:00:00 +0000 UTC,1003,69,8,260,574,1.2757142857142858,0.4266666666666667,26,0.5790476190476191,0.2590476190476191,69.0,1002.0,26.0,9.0,1.698095238095238,0.5357142857142856,97.0,1002.0,26.0,7.0,0.8590476190476192,0.4080952380952381,97.0,1001.0,25.0,5.0,2.031904761904762,0.5909523809523809,86.0,1000.0,24.0,4.0,17,2,7
428,428,2018-01-17 08:00:00 +0000 UTC,1005,69,9,250,574,1.2290476190476187,0.4619047619047619,25,1.2757142857142858,0.4266666666666667,69.0,1003.0,26.0,8.0,0.5790476190476191,0.2590476190476191,69.0,1002.0,26.0,9.0,1.698095238095238,0.5357142857142856,97.0,1002.0,26.0,7.0,0.8590476190476192,0.4080952380952381,97.0,1001.0,25.0,5.0,17,2,8
429,429,2018-01-17 09:00:00 +0000 UTC,1005,64,9,260,574,1.2957142857142856,0.5547619047619047,26,1.2290476190476187,0.4619047619047619,69.0,1005.0,25.0,9.0,1.2757142857142858,0.4266666666666667,69.0,1003.0,26.0,8.0,0.5790476190476191,0.2590476190476191,69.0,1002.0,26.0,9.0,1.698095238095238,0.5357142857142856,97.0,1002.0,26.0,7.0,17,2,9
430,430,2018-01-17 09:00:00 +0000 UTC,1005,64,9,260,574,1.4257142857142855,0.7261904761904763,26,1.2957142857142856,0.5547619047619047,64.0,1005.0,26.0,9.0,1.2290476190476187,0.4619047619047619,69.0,1005.0,25.0,9.0,1.2757142857142858,0.4266666666666667,69.0,1003.0,26.0,8.0,0.5790476190476191,0.2590476190476191,69.0,1002.0,26.0,9.0,17,2,9
431,431,2018-01-17 10:00:00 +0000 UTC,1007,80,8,250,574,1.6742857142857142,0.6071428571428571,25,1.4257142857142855,0.7261904761904763,64.0,1005.0,26.0,9.0,1.2957142857142856,0.5547619047619047,64.0,1005.0,26.0,9.0,1.2290476190476187,0.4619047619047619,69.0,1005.0,25.0,9.0,1.2757142857142858,0.4266666666666667,69.0,1003.0,26.0,8.0,17,2,10
432,432,2018-01-17 10:00:00 +0000 UTC,1007,80,8,250,574,1.89,0.7095238095238097,25,1.6742857142857142,0.6071428571428571,80.0,1007.0,25.0,8.0,1.4257142857142855,0.7261904761904763,64.0,1005.0,26.0,9.0,1.2957142857142856,0.5547619047619047,64.0,1005.0,26.0,9.0,1.2290476190476187,0.4619047619047619,69.0,1005.0,25.0,9.0,17,2,10
433,433,2018-01-17 11:00:00 +0000 UTC,1008,86,6,260,574,2.323809523809524,0.7623809523809525,26,1.89,0.7095238095238097,80.0,1007.0,25.0,8.0,1.6742857142857142,0.6071428571428571,80.0,1007.0,25.0,8.0,1.4257142857142855,0.7261904761904763,64.0,1005.0,26.0,9.0,1.2957142857142856,0.5547619047619047,64.0,1005.0,26.0,9.0,17,2,11
434,434,2018-01-17 11:00:00 +0000 UTC,1008,86,6,260,574,2.5042857142857144,0.7033333333333333,26,2.323809523809524,0.7623809523809525,86.0,1008.0,26.0,6.0,1.89,0.7095238095238097,80.0,1007.0,25.0,8.0,1.6742857142857142,0.6071428571428571,80.0,1007.0,25.0,8.0,1.4257142857142855,0.7261904761904763,64.0,1005.0,26.0,9.0,17,2,11
435,435,2018-01-17 12:00:00 +0000 UTC,1009,94,8,260,574,2.9642857142857144,1.0104761904761903,26,2.5042857142857144,0.7033333333333333,86.0,1008.0,26.0,6.0,2.323809523809524,0.7623809523809525,86.0,1008.0,26.0,6.0,1.89,0.7095238095238097,80.0,1007.0,25.0,8.0,1.6742857142857142,0.6071428571428571,80.0,1007.0,25.0,8.0,17,2,12
436,436,2018-01-17 13:00:00 +0000 UTC,1010,86,6,270,574,1.5257142857142856,0.8009523809523811,27,2.9642857142857144,1.0104761904761903,94.0,1009.0,26.0,8.0,2.5042857142857144,0.7033333333333333,86.0,1008.0,26.0,6.0,2.323809523809524,0.7623809523809525,86.0,1008.0,26.0,6.0,1.89,0.7095238095238097,80.0,1007.0,25.0,8.0,17,2,13
437,437,2018-01-17 13:00:00 +0000 UTC,1010,86,6,270,574,2.2523809523809524,0.9657142857142859,27,1.5257142857142856,0.8009523809523811,86.0,1010.0,27.0,6.0,2.9642857142857144,1.0104761904761903,94.0,1009.0,26.0,8.0,2.5042857142857144,0.7033333333333333,86.0,1008.0,26.0,6.0,2.323809523809524,0.7623809523809525,86.0,1008.0,26.0,6.0,17,2,13
438,438,2018-01-17 14:00:00 +0000 UTC,1011,64,8,270,574,2.4942857142857138,0.8933333333333334,27,2.2523809523809524,0.9657142857142859,86.0,1010.0,27.0,6.0,1.5257142857142856,0.8009523809523811,86.0,1010.0,27.0,6.0,2.9642857142857144,1.0104761904761903,94.0,1009.0,26.0,8.0,2.5042857142857144,0.7033333333333333,86.0,1008.0,26.0,6.0,17,2,14
439,439,2018-01-17 15:00:00 +0000 UTC,1012,64,5,270,574,3.2404761904761905,1.4614285714285715,27,2.4942857142857138,0.8933333333333334,64.0,1011.0,27.0,8.0,2.2523809523809524,0.9657142857142859,86.0,1010.0,27.0,6.0,1.5257142857142856,0.8009523809523811,86.0,1010.0,27.0,6.0,2.9642857142857144,1.0104761904761903,94.0,1009.0,26.0,8.0,17,2,15
440,440,2018-01-17 15:00:00 +0000 UTC,1012,64,5,270,574,2.8461904761904755,1.2119047619047618,27,3.2404761904761905,1.4614285714285715,64.0,1012.0,27.0,5.0,2.4942857142857138,0.8933333333333334,64.0,1011.0,27.0,8.0,2.2523809523809524,0.9657142857142859,86.0,1010.0,27.0,6.0,1.5257142857142856,0.8009523809523811,86.0,1010.0,27.0,6.0,17,2,15
441,441,2018-01-17 16:00:00 +0000 UTC,1013,64,6,240,574,3.1666666666666665,1.2509523809523808,24,2.8461904761904755,1.2119047619047618,64.0,1012.0,27.0,5.0,3.2404761904761905,1.4614285714285715,64.0,1012.0,27.0,5.0,2.4942857142857138,0.8933333333333334,64.0,1011.0,27.0,8.0,2.2523809523809524,0.9657142857142859,86.0,1010.0,27.0,6.0,17,2,16
442,442,2018-01-17 17:00:00 +0000 UTC,1013,59,6,260,574,5.2057142857142855,1.6223809523809525,26,3.1666666666666665,1.2509523809523808,64.0,1013.0,24.0,6.0,2.8461904761904755,1.2119047619047618,64.0,1012.0,27.0,5.0,3.2404761904761905,1.4614285714285715,64.0,1012.0,27.0,5.0,2.4942857142857138,0.8933333333333334,64.0,1011.0,27.0,8.0,17,2,17
443,443,2018-01-17 17:00:00 +0000 UTC,1013,59,6,260,574,4.26,1.393333333333333,26,5.2057142857142855,1.6223809523809525,59.0,1013.0,26.0,6.0,3.1666666666666665,1.2509523809523808,64.0,1013.0,24.0,6.0,2.8461904761904755,1.2119047619047618,64.0,1012.0,27.0,5.0,3.2404761904761905,1.4614285714285715,64.0,1012.0,27.0,5.0,17,2,17
444,444,2018-01-17 18:00:00 +0000 UTC,1014,91,8,260,574,4.393809523809524,1.3233333333333337,26,4.26,1.393333333333333,59.0,1013.0,26.0,6.0,5.2057142857142855,1.6223809523809525,59.0,1013.0,26.0,6.0,3.1666666666666665,1.2509523809523808,64.0,1013.0,24.0,6.0,2.8461904761904755,1.2119047619047618,64.0,1012.0,27.0,5.0,17,2,18
445,445,2018-01-17 19:00:00 +0000 UTC,1015,86,1,240,574,3.8819047619047615,1.2614285714285711,24,4.393809523809524,1.3233333333333337,91.0,1014.0,26.0,8.0,4.26,1.393333333333333,59.0,1013.0,26.0,6.0,5.2057142857142855,1.6223809523809525,59.0,1013.0,26.0,6.0,3.1666666666666665,1.2509523809523808,64.0,1013.0,24.0,6.0,17,2,19
446,446,2018-01-17 19:00:00 +0000 UTC,1015,86,1,240,574,3.4571428571428577,1.1519047619047622,24,3.8819047619047615,1.2614285714285711,86.0,1015.0,24.0,1.0,4.393809523809524,1.3233333333333337,91.0,1014.0,26.0,8.0,4.26,1.393333333333333,59.0,1013.0,26.0,6.0,5.2057142857142855,1.6223809523809525,59.0,1013.0,26.0,6.0,17,2,19
447,447,2018-01-17 20:00:00 +0000 UTC,1016,74,3,230,574,3.508571428571428,1.2242857142857142,23,3.4571428571428577,1.1519047619047622,86.0,1015.0,24.0,1.0,3.8819047619047615,1.2614285714285711,86.0,1015.0,24.0,1.0,4.393809523809524,1.3233333333333337,91.0,1014.0,26.0,8.0,4.26,1.393333333333333,59.0,1013.0,26.0,6.0,17,2,20
448,448,2018-01-17 21:00:00 +0000 UTC,1016,69,5,230,574,3.794285714285714,1.2061904761904765,23,3.508571428571428,1.2242857142857142,74.0,1016.0,23.0,3.0,3.4571428571428577,1.1519047619047622,86.0,1015.0,24.0,1.0,3.8819047619047615,1.2614285714285711,86.0,1015.0,24.0,1.0,4.393809523809524,1.3233333333333337,91.0,1014.0,26.0,8.0,17,2,21
449,449,2018-01-17 22:00:00 +0000 UTC,1016,74,4,210,574,4.320952380952382,1.393333333333333,21,3.794285714285714,1.2061904761904765,69.0,1016.0,23.0,5.0,3.508571428571428,1.2242857142857142,74.0,1016.0,23.0,3.0,3.4571428571428577,1.1519047619047622,86.0,1015.0,24.0,1.0,3.8819047619047615,1.2614285714285711,86.0,1015.0,24.0,1.0,17,2,22
450,450,2018-01-17 22:00:00 +0000 UTC,1016,74,4,210,574,4.018095238095238,1.2828571428571427,21,4.320952380952382,1.393333333333333,74.0,1016.0,21.0,4.0,3.794285714285714,1.2061904761904765,69.0,1016.0,23.0,5.0,3.508571428571428,1.2242857142857142,74.0,1016.0,23.0,3.0,3.4571428571428577,1.1519047619047622,86.0,1015.0,24.0,1.0,17,2,22
451,451,2018-01-17 23:00:00 +0000 UTC,1016,64,4,220,574,4.907619047619047,1.3328571428571432,22,4.018095238095238,1.2828571428571427,74.0,1016.0,21.0,4.0,4.320952380952382,1.393333333333333,74.0,1016.0,21.0,4.0,3.794285714285714,1.2061904761904765,69.0,1016.0,23.0,5.0,3.508571428571428,1.2242857142857142,74.0,1016.0,23.0,3.0,17,2,23
452,452,2018-01-18 00:00:00 +0000 UTC,1017,80,5,220,574,3.6890476190476185,1.3214285714285712,22,4.907619047619047,1.3328571428571432,64.0,1016.0,22.0,4.0,4.018095238095238,1.2828571428571427,74.0,1016.0,21.0,4.0,4.320952380952382,1.393333333333333,74.0,1016.0,21.0,4.0,3.794285714285714,1.2061904761904765,69.0,1016.0,23.0,5.0,18,3,0
453,453,2018-01-18 00:00:00 +0000 UTC,1017,80,5,220,574,3.816666666666667,1.0342857142857145,22,3.6890476190476185,1.3214285714285712,80.0,1017.0,22.0,5.0,4.907619047619047,1.3328571428571432,64.0,1016.0,22.0,4.0,4.018095238095238,1.2828571428571427,74.0,1016.0,21.0,4.0,4.320952380952382,1.393333333333333,74.0,1016.0,21.0,4.0,18,3,0
454,454,2018-01-18 01:00:00 +0000 UTC,1017,60,6,260,574,1.883809523809524,0.7414285714285713,26,3.816666666666667,1.0342857142857145,80.0,1017.0,22.0,5.0,3.6890476190476185,1.3214285714285712,80.0,1017.0,22.0,5.0,4.907619047619047,1.3328571428571432,64.0,1016.0,22.0,4.0,4.018095238095238,1.2828571428571427,74.0,1016.0,21.0,4.0,18,3,1
455,455,2018-01-18 01:00:00 +0000 UTC,1017,60,6,260,574,2.3004761904761906,0.6247619047619046,26,1.883809523809524,0.7414285714285713,60.0,1017.0,26.0,6.0,3.816666666666667,1.0342857142857145,80.0,1017.0,22.0,5.0,3.6890476190476185,1.3214285714285712,80.0,1017.0,22.0,5.0,4.907619047619047,1.3328571428571432,64.0,1016.0,22.0,4.0,18,3,1
456,456,2018-01-18 02:00:00 +0000 UTC,1016,74,6,230,574,1.228095238095238,0.61,23,2.3004761904761906,0.6247619047619046,60.0,1017.0,26.0,6.0,1.883809523809524,0.7414285714285713,60.0,1017.0,26.0,6.0,3.816666666666667,1.0342857142857145,80.0,1017.0,22.0,5.0,3.6890476190476185,1.3214285714285712,80.0,1017.0,22.0,5.0,18,3,2
457,457,2018-01-18 03:00:00 +0000 UTC,1016,98,6,230,574,1.2904761904761908,0.5161904761904761,23,1.228095238095238,0.61,74.0,1016.0,23.0,6.0,2.3004761904761906,0.6247619047619046,60.0,1017.0,26.0,6.0,1.883809523809524,0.7414285714285713,60.0,1017.0,26.0,6.0,3.816666666666667,1.0342857142857145,80.0,1017.0,22.0,5.0,18,3,3
458,458,2018-01-18 04:00:00 +0000 UTC,1014,98,6,220,574,1.9314285714285715,0.9971428571428568,22,1.2904761904761908,0.5161904761904761,98.0,1016.0,23.0,6.0,1.228095238095238,0.61,74.0,1016.0,23.0,6.0,2.3004761904761906,0.6247619047619046,60.0,1017.0,26.0,6.0,1.883809523809524,0.7414285714285713,60.0,1017.0,26.0,6.0,18,3,4
459,459,2018-01-18 05:00:00 +0000 UTC,1014,96,6,230,574,1.1752380952380954,0.6957142857142856,23,1.9314285714285715,0.9971428571428568,98.0,1014.0,22.0,6.0,1.2904761904761908,0.5161904761904761,98.0,1016.0,23.0,6.0,1.228095238095238,0.61,74.0,1016.0,23.0,6.0,2.3004761904761906,0.6247619047619046,60.0,1017.0,26.0,6.0,18,3,5
460,460,2018-01-18 06:00:00 +0000 UTC,1013,96,6,220,574,1.4961904761904758,0.8585714285714287,22,1.1752380952380954,0.6957142857142856,96.0,1014.0,23.0,6.0,1.9314285714285715,0.9971428571428568,98.0,1014.0,22.0,6.0,1.2904761904761908,0.5161904761904761,98.0,1016.0,23.0,6.0,1.228095238095238,0.61,74.0,1016.0,23.0,6.0,18,3,6
461,461,2018-01-18 06:00:00 +0000 UTC,1013,96,6,220,574,1.3147619047619048,0.5614285714285716,22,1.4961904761904758,0.8585714285714287,96.0,1013.0,22.0,6.0,1.1752380952380954,0.6957142857142856,96.0,1014.0,23.0,6.0,1.9314285714285715,0.9971428571428568,98.0,1014.0,22.0,6.0,1.2904761904761908,0.5161904761904761,98.0,1016.0,23.0,6.0,18,3,6
462,462,2018-01-18 07:00:00 +0000 UTC,1012,96,5,210,574,1.5704761904761904,0.8433333333333332,21,1.3147619047619048,0.5614285714285716,96.0,1013.0,22.0,6.0,1.4961904761904758,0.8585714285714287,96.0,1013.0,22.0,6.0,1.1752380952380954,0.6957142857142856,96.0,1014.0,23.0,6.0,1.9314285714285715,0.9971428571428568,98.0,1014.0,22.0,6.0,18,3,7
463,463,2018-01-18 08:00:00 +0000 UTC,1011,89,6,220,574,1.1985714285714284,0.6685714285714286,22,1.5704761904761904,0.8433333333333332,96.0,1012.0,21.0,5.0,1.3147619047619048,0.5614285714285716,96.0,1013.0,22.0,6.0,1.4961904761904758,0.8585714285714287,96.0,1013.0,22.0,6.0,1.1752380952380954,0.6957142857142856,96.0,1014.0,23.0,6.0,18,3,8
464,464,2018-01-18 09:00:00 +0000 UTC,1011,94,7,230,574,1.4180952380952379,0.6638095238095238,23,1.1985714285714284,0.6685714285714286,89.0,1011.0,22.0,6.0,1.5704761904761904,0.8433333333333332,96.0,1012.0,21.0,5.0,1.3147619047619048,0.5614285714285716,96.0,1013.0,22.0,6.0,1.4961904761904758,0.8585714285714287,96.0,1013.0,22.0,6.0,18,3,9
465,465,2018-01-18 09:00:00 +0000 UTC,1011,94,7,230,574,0.9571428571428572,0.4976190476190476,23,1.4180952380952379,0.6638095238095238,94.0,1011.0,23.0,7.0,1.1985714285714284,0.6685714285714286,89.0,1011.0,22.0,6.0,1.5704761904761904,0.8433333333333332,96.0,1012.0,21.0,5.0,1.3147619047619048,0.5614285714285716,96.0,1013.0,22.0,6.0,18,3,9
466,466,2018-01-18 10:00:00 +0000 UTC,1011,86,7,240,574,0.7871428571428571,0.4447619047619049,24,0.9571428571428572,0.4976190476190476,94.0,1011.0,23.0,7.0,1.4180952380952379,0.6638095238095238,94.0,1011.0,23.0,7.0,1.1985714285714284,0.6685714285714286,89.0,1011.0,22.0,6.0,1.5704761904761904,0.8433333333333332,96.0,1012.0,21.0,5.0,18,3,10
467,467,2018-01-18 11:00:00 +0000 UTC,1011,80,9,230,574,0.8252380952380953,0.5395238095238096,23,0.7871428571428571,0.4447619047619049,86.0,1011.0,24.0,7.0,0.9571428571428572,0.4976190476190476,94.0,1011.0,23.0,7.0,1.4180952380952379,0.6638095238095238,94.0,1011.0,23.0,7.0,1.1985714285714284,0.6685714285714286,89.0,1011.0,22.0,6.0,18,3,11
468,468,2018-01-18 11:00:00 +0000 UTC,1011,80,9,230,574,1.0371428571428571,0.5823809523809524,23,0.8252380952380953,0.5395238095238096,80.0,1011.0,23.0,9.0,0.7871428571428571,0.4447619047619049,86.0,1011.0,24.0,7.0,0.9571428571428572,0.4976190476190476,94.0,1011.0,23.0,7.0,1.4180952380952379,0.6638095238095238,94.0,1011.0,23.0,7.0,18,3,11
469,469,2018-01-18 12:00:00 +0000 UTC,1011,75,7,220,574,1.3733333333333333,0.6914285714285714,22,1.0371428571428571,0.5823809523809524,80.0,1011.0,23.0,9.0,0.8252380952380953,0.5395238095238096,80.0,1011.0,23.0,9.0,0.7871428571428571,0.4447619047619049,86.0,1011.0,24.0,7.0,0.9571428571428572,0.4976190476190476,94.0,1011.0,23.0,7.0,18,3,12
470,470,2018-01-18 13:00:00 +0000 UTC,1010,80,8,230,574,1.1157142857142857,0.5161904761904762,23,1.3733333333333333,0.6914285714285714,75.0,1011.0,22.0,7.0,1.0371428571428571,0.5823809523809524,80.0,1011.0,23.0,9.0,0.8252380952380953,0.5395238095238096,80.0,1011.0,23.0,9.0,0.7871428571428571,0.4447619047619049,86.0,1011.0,24.0,7.0,18,3,13
471,471,2018-01-18 14:00:00 +0000 UTC,1009,75,11,230,574,0.6538095238095236,0.4542857142857144,23,1.1157142857142857,0.5161904761904762,80.0,1010.0,23.0,8.0,1.3733333333333333,0.6914285714285714,75.0,1011.0,22.0,7.0,1.0371428571428571,0.5823809523809524,80.0,1011.0,23.0,9.0,0.8252380952380953,0.5395238095238096,80.0,1011.0,23.0,9.0,18,3,14
472,472,2018-01-18 14:00:00 +0000 UTC,1009,75,11,230,574,1.5719047619047621,0.9090476190476192,23,0.6538095238095236,0.4542857142857144,75.0,1009.0,23.0,11.0,1.1157142857142857,0.5161904761904762,80.0,1010.0,23.0,8.0,1.3733333333333333,0.6914285714285714,75.0,1011.0,22.0,7.0,1.0371428571428571,0.5823809523809524,80.0,1011.0,23.0,9.0,18,3,14
473,473,2018-01-18 15:00:00 +0000 UTC,1008,70,10,230,574,1.1471428571428572,0.7042857142857143,23,1.5719047619047621,0.9090476190476192,75.0,1009.0,23.0,11.0,0.6538095238095236,0.4542857142857144,75.0,1009.0,23.0,11.0,1.1157142857142857,0.5161904761904762,80.0,1010.0,23.0,8.0,1.3733333333333333,0.6914285714285714,75.0,1011.0,22.0,7.0,18,3,15
474,474,2018-01-18 16:00:00 +0000 UTC,1008,75,10,240,574,0.857142857142857,0.5376190476190477,24,1.1471428571428572,0.7042857142857143,70.0,1008.0,23.0,10.0,1.5719047619047621,0.9090476190476192,75.0,1009.0,23.0,11.0,0.6538095238095236,0.4542857142857144,75.0,1009.0,23.0,11.0,1.1157142857142857,0.5161904761904762,80.0,1010.0,23.0,8.0,18,3,16
475,475,2018-01-18 17:00:00 +0000 UTC,1007,70,9,230,574,0.8971428571428571,0.6466666666666666,23,0.857142857142857,0.5376190476190477,75.0,1008.0,24.0,10.0,1.1471428571428572,0.7042857142857143,70.0,1008.0,23.0,10.0,1.5719047619047621,0.9090476190476192,75.0,1009.0,23.0,11.0,0.6538095238095236,0.4542857142857144,75.0,1009.0,23.0,11.0,18,3,17
