,dt_iso,pressure,humidity,wind_speed,wind_deg,node_id,P1,P2
616,2018-01-23 03:00:00 +0000 UTC,1023,81,3,320,574,3.7590476190476183,2.9509523809523808
617,2018-01-23 04:00:00 +0000 UTC,1024,81,5,280,574,3.450476190476191,2.6728571428571426
618,2018-01-23 04:00:00 +0000 UTC,1024,81,5,280,574,2.3385714285714285,1.5828571428571425
619,2018-01-23 05:00:00 +0000 UTC,1024,80,2,280,574,1.9095238095238092,1.4133333333333333
620,2018-01-23 06:00:00 +0000 UTC,1025,86,1,120,574,1.4314285714285715,0.971904761904762
621,2018-01-23 07:00:00 +0000 UTC,1025,93,1,0,574,1.360952380952381,0.8833333333333332
622,2018-01-23 09:00:00 +0000 UTC,1027,86,1,0,574,2.6314285714285717,2.1919047619047616
623,2018-01-23 10:00:00 +0000 UTC,1027,81,0,0,574,1.9280952380952379,1.4304761904761905
624,2018-01-23 11:00:00 +0000 UTC,1028,75,1,0,574,4.862857142857143,4.129523809523809
625,2018-01-23 12:00:00 +0000 UTC,1028,75,2,280,574,7.507142857142856,6.329523809523811
626,2018-01-23 13:00:00 +0000 UTC,1028,75,1,280,574,8.276190476190477,6.722380952380952
627,2018-01-23 14:00:00 +0000 UTC,1027,70,1,0,574,9.305238095238096,8.056190476190476
628,2018-01-23 15:00:00 +0000 UTC,1027,65,2,160,574,9.32238095238095,7.704285714285716
629,2018-01-23 16:00:00 +0000 UTC,1027,70,1,0,574,10.907619047619047,8.987619047619049
630,2018-01-23 17:00:00 +0000 UTC,1027,75,1,320,574,10.934285714285716,8.932857142857143
631,2018-01-23 18:00:00 +0000 UTC,1028,81,1,218,574,12.15047619047619,9.732857142857142
632,2018-01-23 19:00:00 +0000 UTC,1028,81,1,218,574,13.130476190476191,10.600952380952382
633,2018-01-23 20:00:00 +0000 UTC,1028,86,1,200,574,12.837142857142856,10.354285714285714
634,2018-01-23 21:00:00 +0000 UTC,1028,93,1,140,574,12.824761904761907,10.057619047619047
635,2018-01-23 22:00:00 +0000 UTC,1028,93,1,150,574,13.832857142857144,10.38809523809524
636,2018-01-23 23:00:00 +0000 UTC,1028,93,3,160,574,13.555714285714286,10.36
637,2018-01-24 00:00:00 +0000 UTC,1028,93,1,0,574,13.517142857142861,10.05238095238095
638,2018-01-24 01:00:00 +0000 UTC,1029,86,2,270,574,13.83047619047619,10.460476190476191
639,2018-01-24 02:00:00 +0000 UTC,1028,86,2,110,574,16.637619047619047,11.805714285714284
640,2018-01-24 03:00:00 +0000 UTC,1028,93,0,0,574,24.291428571428565,15.669047619047618
641,2018-01-24 04:00:00 +0000 UTC,1027,86,1,0,574,28.959999999999997,17.271904761904764
642,2018-01-24 05:00:00 +0000 UTC,1027,86,2,130,574,30.405714285714286,18.824285714285715
643,2018-01-24 06:00:00 +0000 UTC,1027,86,3,160,574,31.30428571428572,19.85047619047619
644,2018-01-24 07:00:00 +0000 UTC,1027,86,2,140,574,31.627619047619046,19.385238095238098
645,2018-01-24 08:00:00 +0000 UTC,1027,87,2,120,574,26.335714285714282,16.33238095238095
646,2018-01-24 09:00:00 +0000 UTC,1027,80,1,130,574,27.296666666666674,17.160000000000004
647,2018-01-24 10:00:00 +0000 UTC,1027,75,2,130,574,26.145714285714284,16.480476190476192
648,2018-01-24 11:00:00 +0000 UTC,1026,70,2,160,574,24.685238095238095,16.678571428571427
649,2018-01-24 12:00:00 +0000 UTC,1025,61,0,0,574,21.136190476190475,15.194761904761906
650,2018-01-24 13:00:00 +0000 UTC,1024,66,2,250,574,25.90666666666666,18.038095238095234
651,2018-01-24 14:00:00 +0000 UTC,1023,53,3,210,574,32.731904761904765,22.37761904761905
652,2018-01-24 15:00:00 +0000 UTC,1023,57,2,200,574,29.087142857142858,19.91619047619048
653,2018-01-24 16:00:00 +0000 UTC,1022,61,3,170,574,23.117619047619048,16.978095238095243
654,2018-01-24 17:00:00 +0000 UTC,1022,65,2,200,574,23.875714285714288,17.47142857142857
655,2018-01-24 18:00:00 +0000 UTC,1021,75,0,0,574,24.117142857142852,16.93095238095238
656,2018-01-24 19:00:00 +0000 UTC,1021,75,1,222,574,23.567619047619054,16.972857142857144
657,2018-01-24 20:00:00 +0000 UTC,1021,80,1,170,574,21.37809523809524,15.412380952380953
658,2018-01-24 21:00:00 +0000 UTC,1021,80,2,170,574,17.602857142857143,13.157142857142858
659,2018-01-24 22:00:00 +0000 UTC,1021,75,2,140,574,18.72904761904762,13.585238095238093
660,2018-01-24 23:00:00 +0000 UTC,1021,70,1,120,574,20.096666666666664,14.698095238095236
661,2018-01-25 00:00:00 +0000 UTC,1021,86,3,150,574,20.20714285714286,14.856666666666664
662,2018-01-25 01:00:00 +0000 UTC,1021,81,1,240,574,21.73333333333333,15.48142857142857
663,2018-01-25 02:00:00 +0000 UTC,1021,80,2,140,574,20.339047619047623,15.137142857142859
664,2018-01-25 03:00:00 +0000 UTC,1021,75,2,110,574,20.107619047619046,14.830952380952377
665,2018-01-25 04:00:00 +0000 UTC,1020,70,1,0,574,21.319523809523805,15.03142857142857
666,2018-01-25 05:00:00 +0000 UTC,1020,78,2,210,574,19.525238095238098,13.995714285714287
667,2018-01-25 06:00:00 +0000 UTC,1020,78,0,0,574,19.367142857142856,14.29809523809524
668,2018-01-25 07:00:00 +0000 UTC,1020,80,2,220,574,19.56238095238095,14.490476190476194
669,2018-01-25 08:00:00 +0000 UTC,1019,84,1,0,574,20.32904761904762,15.257619047619047
670,2018-01-25 09:00:00 +0000 UTC,1019,80,2,120,574,19.325714285714284,15.368571428571432
671,2018-01-25 10:00:00 +0000 UTC,1019,70,0,0,574,19.194761904761904,15.054761904761907
672,2018-01-25 11:00:00 +0000 UTC,1019,70,4,230,574,17.35952380952381,14.345714285714289
673,2018-01-25 12:00:00 +0000 UTC,1018,66,3,220,574,17.28238095238095,13.951904761904762
674,2018-01-25 13:00:00 +0000 UTC,1017,61,3,170,574,17.20619047619048,13.72095238095238
675,2018-01-25 14:00:00 +0000 UTC,1016,61,3,190,574,17.07333333333333,13.763809523809524
676,2018-01-25 15:00:00 +0000 UTC,1015,57,2,140,574,18.955714285714286,14.482857142857142
677,2018-01-25 16:00:00 +0000 UTC,1015,66,2,150,574,19.595714285714287,15.072857142857144
678,2018-01-25 17:00:00 +0000 UTC,1015,75,3,150,574,19.010952380952386,14.27095238095238
679,2018-01-25 18:00:00 +0000 UTC,1015,65,5,140,574,18.778095238095236,13.915714285714287
680,2018-01-25 19:00:00 +0000 UTC,1015,75,2,160,574,21.3452380952381,15.75047619047619
681,2018-01-25 20:00:00 +0000 UTC,1015,75,0,0,574,20.594761904761903,15.996666666666664
682,2018-01-25 21:00:00 +0000 UTC,1015,75,1,152,574,25.537142857142857,18.253809523809526
683,2018-01-25 22:00:00 +0000 UTC,1015,65,2,130,574,26.890476190476193,19.847619047619045
684,2018-01-25 23:00:00 +0000 UTC,1015,80,2,200,574,26.29047619047619,19.04047619047619
685,2018-01-26 00:00:00 +0000 UTC,1015,80,1,146,574,26.894761904761904,19.69571428571429
686,2018-01-26 01:00:00 +0000 UTC,1015,86,2,230,574,27.67809523809523,20.002380952380957
687,2018-01-26 02:00:00 +0000 UTC,1014,86,1,155,574,26.70476190476191,19.90333333333333
688,2018-01-26 03:00:00 +0000 UTC,1014,93,0,0,574,20.71190476190476,15.412857142857144
689,2018-01-26 04:00:00 +0000 UTC,1014,100,1,155,574,18.47238095238096,14.342857142857145
690,2018-01-26 05:00:00 +0000 UTC,1014,83,1,185,574,17.044761904761906,13.346190476190475
691,2018-01-26 06:00:00 +0000 UTC,1014,83,1,0,574,17.29285714285715,13.197619047619046
692,2018-01-26 07:00:00 +0000 UTC,1015,100,0,0,574,16.542380952380952,12.598095238095238
693,2018-01-26 08:00:00 +0000 UTC,1015,100,1,161,574,15.708571428571426,12.394761904761905
694,2018-01-26 09:00:00 +0000 UTC,1015,100,1,120,574,18.32523809523809,13.762857142857142
695,2018-01-26 10:00:00 +0000 UTC,1016,86,1,161,574,17.374285714285715,12.942857142857143
696,2018-01-26 11:00:00 +0000 UTC,1016,81,1,0,574,13.729999999999999,10.477619047619047
697,2018-01-26 12:00:00 +0000 UTC,1017,70,1,0,574,12.01,10.052857142857142
698,2018-01-26 13:00:00 +0000 UTC,1017,70,1,0,574,12.415714285714287,10.224285714285713
699,2018-01-26 14:00:00 +0000 UTC,1017,66,1,0,574,16.43238095238095,14.065238095238096
700,2018-01-26 15:00:00 +0000 UTC,1017,70,2,280,574,16.229047619047616,12.481904761904762
701,2018-01-26 16:00:00 +0000 UTC,1017,81,3,280,574,14.065238095238096,10.350952380952382
702,2018-01-26 17:00:00 +0000 UTC,1018,81,3,280,574,10.007619047619048,7.5423809523809515
703,2018-01-26 18:00:00 +0000 UTC,1019,81,3,280,574,7.193809523809524,5.885714285714286
704,2018-01-26 19:00:00 +0000 UTC,1020,81,5,330,574,6.830952380952381,5.944285714285715
705,2018-01-26 20:00:00 +0000 UTC,1021,87,4,270,574,5.69095238095238,4.994285714285714
706,2018-01-26 21:00:00 +0000 UTC,1022,87,3,280,574,9.796666666666667,7.775714285714287
707,2018-01-26 22:00:00 +0000 UTC,1022,87,0,0,574,9.863809523809522,8.428571428571427
708,2018-01-26 23:00:00 +0000 UTC,1022,87,2,330,574,10.89,9.061904761904762
709,2018-01-27 00:00:00 +0000 UTC,1023,81,3,340,574,9.316666666666666,8.036666666666667
710,2018-01-27 01:00:00 +0000 UTC,1024,81,4,340,574,10.24952380952381,8.22857142857143
711,2018-01-27 02:00:00 +0000 UTC,1024,93,2,320,574,8.516666666666667,6.307619047619048
712,2018-01-27 03:00:00 +0000 UTC,1025,86,2,300,574,7.052380952380953,5.39047619047619
713,2018-01-27 04:00:00 +0000 UTC,1025,86,2,310,574,10.082857142857144,7.7423809523809535
714,2018-01-27 05:00:00 +0000 UTC,1026,93,1,310,574,14.764761904761908,11.59952380952381
715,2018-01-27 05:00:00 +0000 UTC,1026,93,1,310,574,14.607142857142854,11.383333333333335
716,2018-01-27 06:00:00 +0000 UTC,1026,86,2,340,574,11.618571428571428,8.579047619047618
717,2018-01-27 07:00:00 +0000 UTC,1027,86,2,330,574,16.663809523809523,11.785238095238093
718,2018-01-27 08:00:00 +0000 UTC,1028,81,2,10,574,20.56761904761905,14.399047619047618
719,2018-01-27 09:00:00 +0000 UTC,1029,87,2,20,574,21.92095238095238,15.62904761904762
720,2018-01-27 10:00:00 +0000 UTC,1030,81,1,50,574,22.982380952380957,15.776666666666664
721,2018-01-27 11:00:00 +0000 UTC,1030,81,1,60,574,23.43428571428571,17.115238095238098
722,2018-01-27 12:00:00 +0000 UTC,1030,75,2,40,574,24.55952380952381,18.091428571428573
723,2018-01-27 13:00:00 +0000 UTC,1031,75,2,330,574,24.77,17.306190476190476
724,2018-01-27 14:00:00 +0000 UTC,1031,87,2,310,574,23.59952380952381,17.237142857142857
725,2018-01-27 15:00:00 +0000 UTC,1031,75,2,300,574,18.47,14.1447619047619
726,2018-01-27 16:00:00 +0000 UTC,1032,81,2,330,574,13.075714285714284,10.163333333333332
727,2018-01-27 17:00:00 +0000 UTC,1032,81,1,330,574,14.827142857142857,11.144761904761904
728,2018-01-27 18:00:00 +0000 UTC,1033,81,0,300,574,8.890952380952383,6.91047619047619
729,2018-01-27 19:00:00 +0000 UTC,1034,81,0,0,574,5.6014285714285705,4.267142857142858
730,2018-01-27 20:00:00 +0000 UTC,1034,87,1,200,574,5.86857142857143,4.671428571428571
731,2018-01-27 21:00:00 +0000 UTC,1035,81,2,220,574,6.156190476190476,4.756666666666667
732,2018-01-27 22:00:00 +0000 UTC,1035,75,1,210,574,4.406666666666666,3.5766666666666653
733,2018-01-27 23:00:00 +0000 UTC,1035,75,3,200,574,3.245238095238095,2.301428571428571
734,2018-01-28 00:00:00 +0000 UTC,1035,70,3,230,574,2.64047619047619,1.7761904761904763
735,2018-01-28 01:00:00 +0000 UTC,1035,86,1,210,574,2.3647619047619046,1.6285714285714288
736,2018-01-28 02:00:00 +0000 UTC,1035,75,3,230,574,3.9957142857142856,2.9795238095238092
737,2018-01-28 03:00:00 +0000 UTC,1036,81,3,250,574,5.355714285714285,4.06095238095238
738,2018-01-28 04:00:00 +0000 UTC,1036,81,2,240,574,5.586666666666666,4.380000000000001
739,2018-01-28 05:00:00 +0000 UTC,1036,81,2,230,574,3.8799999999999994,3.106190476190476
740,2018-01-28 06:00:00 +0000 UTC,1037,81,2,240,574,7.586666666666666,5.958095238095238
741,2018-01-28 07:00:00 +0000 UTC,1037,75,2,210,574,10.08,8.113809523809525
742,2018-01-28 08:00:00 +0000 UTC,1037,75,2,230,574,11.166666666666668,9.3
743,2018-01-28 09:00:00 +0000 UTC,1037,75,2,200,574,15.369047619047619,12.205238095238096
